timestamp,open,high,low,close,volume
2025-06-16T20:00:00.000Z,108699.54,109000,106738.56,106853.38,1305.4624638
2025-06-17T00:00:00.000Z,106853.38,107792.9,106147.24,107630.24,967.4661999
2025-06-17T04:00:00.000Z,107630.25,107764.13,106501,106792.45,406.48222914
2025-06-17T08:00:00.000Z,106792.45,106862.77,105515.89,105659.83,603.72378111
2025-06-17T12:00:00.000Z,105659.35,105887.83,104133.12,104246.81,1712.50237037
2025-06-17T16:00:00.000Z,104250,105377,103363.3,104705.02,3291.80262764
2025-06-17T20:00:00.000Z,104705.02,104926.69,104222.06,104590.44,706.9692162700001
2025-06-18T00:00:00.000Z,104590.44,105279.5,104389.78,105207.65,491.97220867000004
2025-06-18T04:00:00.000Z,105206.53,105603.63,104731.26,104996.51,317.35950864
2025-06-18T08:00:00.000Z,104996.5,105336.17,104191.62,104858.58,505.20297582
2025-06-18T12:00:00.000Z,104858.58,105348.75,103837.75,104823,1092.4850179100001
2025-06-18T16:00:00.000Z,104823.25,104876.98,103512.38,103818.67,1478.19212083
2025-06-18T20:00:00.000Z,103818.67,105183,103645.68,104915.6,1032.93199557
2025-06-19T00:00:00.000Z,104915.6,105266.61,104490.77,105129.91,571.6119741199999
2025-06-19T04:00:00.000Z,105129.91,105247.99,104636.53,104662.53,250.56209373
2025-06-19T08:00:00.000Z,104662.53,105100,104648.35,104802.4,167.49948008
2025-06-19T12:00:00.000Z,104802.39,104946.45,104100,104127.74,516.24668784
2025-06-19T16:00:00.000Z,104127.73,104861.57,103916.37,104269.56,465.66780889999995
2025-06-19T20:00:00.000Z,104275.19,104919.39,104161.98,104671.9,307.47037539999997
2025-06-20T00:00:00.000Z,104671.4,104857.11,104406.53,104618.04,241.65057037
2025-06-20T04:00:00.000Z,104618.05,105848.76,104250,105837.99,433.67704498
2025-06-20T08:00:00.000Z,105837.99,106553.86,105770.75,106001.7,641.68502931
2025-06-20T12:00:00.000Z,106001.71,106167.9,103864.03,104244.14,1188.58952403
2025-06-20T16:00:00.000Z,104244.15,104289.97,102357.25,103326.33,1985.7151511999998
2025-06-20T20:00:00.000Z,103326.33,103843.48,102980,103317.8,556.31894187
2025-06-21T00:00:00.000Z,103317.79,103722.23,103133.91,103515.31,250.75750515
2025-06-21T04:00:00.000Z,103514.96,103637.07,103345.47,103475.28,157.54480180000002
2025-06-21T08:00:00.000Z,103475.27,104013.64,103475.27,103897.18,181.35292882
2025-06-21T12:00:00.000Z,103897.18,103968.39,103307.32,103587.05,419.1044405
2025-06-21T16:00:00.000Z,103587.05,103686.64,102217.08,102272.72,647.31914874
2025-06-21T20:00:00.000Z,102267.48,102913.52,100919.19,102160.03,1631.43444988
2025-06-22T00:00:00.000Z,102160.36,103417,101870.48,102416.01,1241.4024831200002
2025-06-22T04:00:00.000Z,102416.01,102990.17,102289.93,102468.55,315.30928804999996
2025-06-22T08:00:00.000Z,102465.65,102840,102111.8,102765.41,263.43153572999995
2025-06-22T12:00:00.000Z,102765.4,102859.11,98948.54,98950.3,2765.76318482
2025-06-22T16:00:00.000Z,98948.54,100400.74,98700.01,98914.74,1589.20066734
2025-06-22T20:00:00.000Z,98914.75,101086.49,98225.01,100996.87,1697.1515854
2025-06-23T00:00:00.000Z,100996.87,101682.99,100522.05,101200,795.23423469
2025-06-23T04:00:00.000Z,101199.99,102177.39,101020.2,101976.06,594.2833847300001
2025-06-23T08:00:00.000Z,101976.06,102118.65,101140.81,101328.51,632.21981521
2025-06-23T12:00:00.000Z,101328.54,102662.55,100835.89,101479.84,1642.94724888
2025-06-23T16:00:00.000Z,101479.84,103420,99677.07,103243.85,2764.75172033
2025-06-23T20:00:00.000Z,103245.73,106135.47,102943.24,105419.39,2481.43036213
2025-06-24T00:00:00.000Z,105418.4,105586.21,104772.91,104996.12,799.64412038
2025-06-24T04:00:00.000Z,104993.13,105916.27,104773.8,104997.25,1005.2137369
